firm_id,field,kind,tier1_value,tier2_value,tier2_abstain,note,evidence
0311961327-001,social_links,abstain,"[{'platform': 'facebook', 'url': 'https://www.facebook.com/VLXD-S%E1%BA%AFt-th%C3%A9p-H%C3%B9ng-C%C6%B0%E1%BB%9Dng-1479141895523396/'}, {'platform': 'zalo', 'url': 'http://business.zalo.me/'}]",[],True,Không thấy liên kết mạng xã hội.,
0311961327-001,marketplace_links,abstain,[],[],True,Không thấy liên kết đến gian hàng trên sàn.,
0311961327-001,website_language,agree,vi,vi,False,,
0312194671,*,skip,,,True,fetch_failed_or_no_tier1,
0312199045,has_product_catalog,agree,True,True,False,,
0312199045,has_order_cart,abstain,True,,True,"Không thấy thông tin về giỏ hàng, đặt hàng, checkout, hoặc mua ngay trên website.",
0312199045,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán.,
0312199045,social_links,abstain,"[{'platform': 'facebook', 'url': 'https://www.facebook.com/VLXD-S%E1%BA%AFt-th%C3%A9p-H%C3%B9ng-C%C6%B0%E1%BB%9Dng-1479141895523396/'}, {'platform': 'zalo', 'url': 'http://business.zalo.me/'}]",[],True,Không thấy liên kết mạng xã hội.,
0312199045,marketplace_links,abstain,[],[],True,Không thấy liên kết đến gian hàng trên sàn.,
0312199045,website_language,agree,vi,vi,False,,
0312496087,*,skip,,,True,fetch_failed_or_no_tier1,
0312523968,*,skip,,,True,fetch_failed_or_no_tier1,
0312765364-001,has_product_catalog,abstain,True,,True,tier2_null_value,
0312765364-001,has_order_cart,abstain,True,,True,tier2_null_value,
0312765364-001,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán.,
0312765364-001,social_links,abstain,"[{'platform': 'zalo', 'url': 'https://zalo.me/0822791791'}]",[],True,Không có liên kết mạng xã hội trong nội dung.,
0312765364-001,marketplace_links,abstain,[],[],True,Không có liên kết đến các sàn thương mại điện tử.,
0312765364-001,website_language,agree,vi,,False,unknown_compatible,
0313176971,has_product_catalog,abstain,True,,True,tier2_null_value,
0313176971,has_order_cart,abstain,True,,True,tier2_null_value,
0313176971,payment_methods,conflict,['cod'],[],False,presence_mismatch,
0313176971,social_links,conflict,"[{'platform': 'youtube', 'url': 'https://www.youtube.com/watch?v=BjqzBCZOGMc'}]",[],False,presence_mismatch,
0313176971,marketplace_links,agree,[],[],False,,
0313176971,website_language,agree,vi,,False,unknown_compatible,
0313206457,*,skip,,,True,fetch_failed_or_no_tier1,
